label,message
ham,Meeting rescheduled to noon. Please confirm availability.
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
spam,Congratulations! You've won a 100 GBP gift card. Click here: tinyurl.com/claimnow
spam,You’re approved for a loan up to 5000 USD. Apply at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
ham,Can you send me that PDF when you're done?
ham,Your package has been delivered. Check your doorstep.
ham,Can you send me the notes from yesterday's class?
ham,Don't forget to pick up groceries on your way home.
ham,Call me when you're free. Need to discuss something important.
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at clicknow.com/deal"
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,URGENT: Your account has been suspended. Restore access at tinyurl.com/claimnow
ham,Call me when you're free. Need to discuss something important.
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,"Hey, are we still meeting at noon today?"
spam,Claim your free gift box now. Limited time offer: offer.link/win
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Your package has been delivered. Check your doorstep.
ham,Don't forget to pick up groceries on your way home.
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,You have been selected for a free vacation to Paris. Confirm now at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,Win a 100 EUR cash prize. Act fast! offer.link/win
ham,Let’s book tickets for the movie tonight.
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,Join our exclusive crypto airdrop today. Limited slots: tinyurl.com/claimnow
spam,Get your bonus gift today: headphones for free at bit.ly/free-win
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Your package has been delivered. Check your doorstep.
ham,Can you send me the notes from yesterday's class?
spam,Claim your free iPhone now. Limited time offer: offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Dinner plans confirmed at the Maldives for tonight!
ham,"Hey, what's your plan for this weekend?"
spam,This is not a scam! Claim your inheritance now: clicknow.com/deal
spam,"Limited time offer! Buy one laptop, get one free. Visit: tinyurl.com/claimnow"
spam,"Limited time offer! Buy one headphones, get one free. Visit: bit.ly/free-win"
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
spam,Win a 5000 USD cash prize. Act fast! clicknow.com/deal
spam,Get 1000 followers instantly for free. Just click clicknow.com/deal
spam,Join our exclusive crypto airdrop today. Limited slots: clicknow.com/deal
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,Call me when you're free. Need to discuss something important.
ham,What time are we leaving for the airport?
ham,Your package has been delivered. Check your doorstep.
ham,Can you send me the notes from yesterday's class?
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You've won a 100 USD gift card. Click here: offer.link/win
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Free Netflix account for 1 year. Join here: offer.link/win
ham,Dinner plans confirmed at the Maldives for tonight!
ham,Can you send me the notes from yesterday's class?
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Dinner plans confirmed at Paris for tonight!
ham,What time are we leaving for the airport?
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 5000 GBP gift card. Click here: clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,What time are we leaving for the airport?
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
spam,Congratulations! You've won a 100 EUR gift card. Click here: clicknow.com/deal
ham,Can you send me the notes from yesterday's class?
ham,Let's catch up over lunch tomorrow!
spam,Special offer: 5000 INR gift card for you. Click offer.link/win
ham,Just checking in. How's everything going with you?
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Lucky winner! Free headphones just for you. Click offer.link/win
ham,Don't forget to pick up groceries on your way home.
ham,"Hey, are we still meeting at 3 PM today?"
spam,Claim your free gift box now. Limited time offer: bit.ly/free-win
spam,Claim your free laptop now. Limited time offer: bit.ly/free-win
ham,Just checking in. How's everything going with you?
ham,Let’s book tickets for the movie tonight.
spam,Win a 5000 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Goa. Confirm now at clicknow.com/deal
ham,Can you send me that PDF when you're done?
ham,Don't forget to pick up groceries on your way home.
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,"Hey, are we still meeting at noon today?"
spam,Claim your free gift box now. Limited time offer: tinyurl.com/claimnow
ham,Meeting rescheduled to noon. Please confirm availability.
spam,Your mobile number has won 100 USD. Contact us at clicknow.com/deal
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You've won a 100 INR gift card. Click here: bit.ly/free-win
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,Can you send me the notes from yesterday's class?
spam,Win a 1000 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,Let's catch up over lunch tomorrow!
ham,Just checking in. How's everything going with you?
spam,You’re approved for a loan up to 100 GBP. Apply at tinyurl.com/claimnow
ham,Dinner plans confirmed at the Maldives for tonight!
ham,Just checking in. How's everything going with you?
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,Your package has been delivered. Check your doorstep.
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Thanks for the help earlier. Really appreciate it!
ham,Can you send me the notes from yesterday's class?
ham,Call me when you're free. Need to discuss something important.
ham,Call me when you're free. Need to discuss something important.
spam,You’re approved for a loan up to 1000 USD. Apply at offer.link/win
spam,Free Netflix account for 1 year. Join here: offer.link/win
ham,Call me when you're free. Need to discuss something important.
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,Congratulations! You've won a 500 INR gift card. Click here: clicknow.com/deal
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
ham,Dinner plans confirmed at the Maldives for tonight!
ham,Don't forget to pick up groceries on your way home.
ham,Can you send me the notes from yesterday's class?
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Pay ₹50 today and win a smartphone. Limited time only! bit.ly/free-win
ham,Dinner plans confirmed at Paris for tonight!
ham,Can you send me that PDF when you're done?
ham,"Hey, what's your plan for this weekend?"
ham,"Hey, are we still meeting at 3 PM today?"
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Let's catch up over lunch tomorrow!
spam,You’re approved for a loan up to 500 EUR. Apply at clicknow.com/deal
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Meeting rescheduled to 10 AM. Please confirm availability.
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
spam,Free trial of our antivirus software ends soon. Renew now at tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
ham,Can you send me the notes from yesterday's class?
spam,Join our exclusive crypto airdrop today. Limited slots: clicknow.com/deal
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,Your package has been delivered. Check your doorstep.
spam,You’re approved for a loan up to 500 USD. Apply at clicknow.com/deal
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Can you send me the notes from yesterday's class?
spam,Get 1000 followers instantly for free. Just click offer.link/win
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Claim your free gift box now. Limited time offer: bit.ly/free-win
ham,Thanks for the help earlier. Really appreciate it!
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You have been selected for a VIP membership. Click: offer.link/win
ham,Don't forget to pick up groceries on your way home.
ham,Newsletter: Top productivity tips for remote workers inside!
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Final notice: You're eligible for a tax refund. Submit details at clicknow.com/deal
ham,Dinner plans confirmed at the Maldives for tonight!
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,"Hey, are we still meeting at 5:30 PM today?"
ham,"Hey, are we still meeting at 10 AM today?"
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,You’re approved for a loan up to 1000 USD. Apply at clicknow.com/deal
ham,Can you send me the notes from yesterday's class?
spam,Congratulations! You've won a 5000 USD gift card. Click here: offer.link/win
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Just checking in. How's everything going with you?
spam,"Limited time offer! Buy one laptop, get one free. Visit: clicknow.com/deal"
spam,You’re approved for a loan up to 500 USD. Apply at offer.link/win
ham,Let's catch up over lunch tomorrow!
spam,Your mobile number has won 100 EUR. Contact us at clicknow.com/deal
ham,Don't forget to pick up groceries on your way home.
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Your package has been delivered. Check your doorstep.
spam,You've been selected! Redeem your prize now at clicknow.com/deal
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,"Dear user, your account will be deactivated. Verify immediately at clicknow.com/deal"
spam,This is not a scam! Claim your inheritance now: offer.link/win
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,What time are we leaving for the airport?
ham,Don't forget to pick up groceries on your way home.
ham,Reminder: Team meeting scheduled for tomorrow at 10 AM.
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,"Hey, what's your plan for this weekend?"
ham,Don't forget to pick up groceries on your way home.
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Just checking in. How's everything going with you?
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Win a 100 USD cash prize. Act fast! offer.link/win
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
ham,Let’s book tickets for the movie tonight.
spam,You’re approved for a loan up to 100 GBP. Apply at bit.ly/free-win
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
ham,Please find the attached invoice for this month's services.
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
spam,Congratulations! You've won a 500 INR gift card. Click here: offer.link/win
spam,You have been selected for a free vacation to the Maldives. Confirm now at bit.ly/free-win
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Let's catch up over lunch tomorrow!
ham,Your package has been delivered. Check your doorstep.
ham,Let's catch up over lunch tomorrow!
spam,Claim your free iPhone now. Limited time offer: tinyurl.com/claimnow
spam,"Limited time offer! Buy one iPhone, get one free. Visit: bit.ly/free-win"
spam,"Limited time offer! Buy one laptop, get one free. Visit: bit.ly/free-win"
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Join our exclusive crypto airdrop today. Limited slots: tinyurl.com/claimnow
ham,What time are we leaving for the airport?
spam,Free Netflix account for 1 year. Join here: offer.link/win
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Congratulations! You've won a 1000 GBP gift card. Click here: bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Your mobile number has won 500 INR. Contact us at offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
spam,Congratulations! You've won a 5000 USD gift card. Click here: offer.link/win
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 500 GBP. Apply at bit.ly/free-win
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
ham,Let’s book tickets for the movie tonight.
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 1000 EUR. Apply at bit.ly/free-win
ham,What time are we leaving for the airport?
ham,Can you send me the notes from yesterday's class?
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
spam,You’re approved for a loan up to 100 INR. Apply at clicknow.com/deal
spam,Congratulations! You've won a 500 GBP gift card. Click here: offer.link/win
spam,Win a 5000 GBP cash prize. Act fast! bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Claim your free gift box now. Limited time offer: bit.ly/free-win
spam,Claim your free laptop now. Limited time offer: bit.ly/free-win
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,"Hey, are we still meeting at 3 PM today?"
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
ham,Call me when you're free. Need to discuss something important.
spam,You have been selected for a free vacation to Goa. Confirm now at clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
ham,What time are we leaving for the airport?
spam,Free trial of our antivirus software ends soon. Renew now at bit.ly/free-win
spam,Free Netflix account for 1 year. Join here: offer.link/win
ham,Thanks for the help earlier. Really appreciate it!
spam,Congratulations! You've won a 100 EUR gift card. Click here: offer.link/win
spam,Congratulations! You've won a 500 GBP gift card. Click here: clicknow.com/deal
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
ham,Reminder: Team meeting scheduled for tomorrow at noon.
ham,Can you send me that PDF when you're done?
spam,Win a 5000 USD cash prize. Act fast! tinyurl.com/claimnow
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,"Dear user, your account will be deactivated. Verify immediately at tinyurl.com/claimnow"
spam,Pay ₹50 today and win a smartphone. Limited time only! tinyurl.com/claimnow
spam,Get 1000 followers instantly for free. Just click clicknow.com/deal
spam,Act now to secure your free trial of gift box. Offer expires today!
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Win a 500 USD cash prize. Act fast! offer.link/win
spam,Congratulations! You've won a 1000 GBP gift card. Click here: bit.ly/free-win
ham,Newsletter: Top productivity tips for remote workers inside!
spam,You've been selected! Redeem your prize now at bit.ly/free-win
ham,Let's catch up over lunch tomorrow!
ham,Please find the attached invoice for this month's services.
ham,Let’s book tickets for the movie tonight.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,Congratulations! You've won a 5000 INR gift card. Click here: bit.ly/free-win
ham,What time are we leaving for the airport?
ham,Can you send me that PDF when you're done?
spam,"Limited time offer! Buy one iPhone, get one free. Visit: bit.ly/free-win"
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Don't forget to pick up groceries on your way home.
ham,What time are we leaving for the airport?
spam,Your mobile number has won 500 INR. Contact us at tinyurl.com/claimnow
ham,"Hey, are we still meeting at 10 AM today?"
spam,Your mobile number has won 100 EUR. Contact us at offer.link/win
ham,"Hey, are we still meeting at 5:30 PM today?"
ham,Don't forget to pick up groceries on your way home.
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
ham,Let's catch up over lunch tomorrow!
ham,Your package has been delivered. Check your doorstep.
ham,Meeting rescheduled to 10 AM. Please confirm availability.
spam,Claim your free iPhone now. Limited time offer: offer.link/win
spam,"Limited time offer! Buy one laptop, get one free. Visit: offer.link/win"
spam,Congratulations! You've won a 100 INR gift card. Click here: offer.link/win
ham,Don't forget to pick up groceries on your way home.
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You have been selected for a free vacation to Paris. Confirm now at bit.ly/free-win
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Win a 5000 INR cash prize. Act fast! clicknow.com/deal
ham,What time are we leaving for the airport?
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
spam,Congratulations! You have been selected for a VIP membership. Click: bit.ly/free-win
spam,Your mobile number has won 500 GBP. Contact us at offer.link/win
ham,Please find the attached invoice for this month's services.
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Reminder: Team meeting scheduled for tomorrow at 3 PM.
ham,Dinner plans confirmed at Paris for tonight!
spam,You’re approved for a loan up to 1000 INR. Apply at bit.ly/free-win
ham,Let’s book tickets for the movie tonight.
spam,You have been selected for a free vacation to Bali. Confirm now at bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
ham,Don't forget to pick up groceries on your way home.
ham,Thanks for the help earlier. Really appreciate it!
spam,Congratulations! You've won a 1000 GBP gift card. Click here: clicknow.com/deal
ham,Let’s book tickets for the movie tonight.
spam,Your mobile number has won 500 GBP. Contact us at bit.ly/free-win
ham,What time are we leaving for the airport?
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,What time are we leaving for the airport?
spam,Your mobile number has won 5000 USD. Contact us at clicknow.com/deal
spam,You’re approved for a loan up to 500 GBP. Apply at tinyurl.com/claimnow
ham,Can you send me the notes from yesterday's class?
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Win a 100 EUR cash prize. Act fast! offer.link/win
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Your mobile number has won 500 INR. Contact us at tinyurl.com/claimnow
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Let's catch up over lunch tomorrow!
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,You’re approved for a loan up to 100 INR. Apply at bit.ly/free-win
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
ham,Please find the attached invoice for this month's services.
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Free Netflix account for 1 year. Join here: tinyurl.com/claimnow
ham,Let's catch up over lunch tomorrow!
ham,Let's catch up over lunch tomorrow!
ham,"Hey, are we still meeting at 3 PM today?"
ham,Dinner plans confirmed at Goa for tonight!
ham,Dinner plans confirmed at Goa for tonight!
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Just checking in. How's everything going with you?
ham,Let's catch up over lunch tomorrow!
spam,You have been selected for a free vacation to Paris. Confirm now at clicknow.com/deal
spam,You’re approved for a loan up to 500 INR. Apply at bit.ly/free-win
spam,You have been selected for a free vacation to Goa. Confirm now at clicknow.com/deal
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Don't forget to pick up groceries on your way home.
ham,"Hey, what's your plan for this weekend?"
spam,Congratulations! You have been selected for a VIP membership. Click: clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
ham,Please find the attached invoice for this month's services.
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
spam,You’re approved for a loan up to 5000 EUR. Apply at offer.link/win
spam,Your mobile number has won 5000 EUR. Contact us at bit.ly/free-win
spam,You’re approved for a loan up to 500 EUR. Apply at offer.link/win
spam,"Limited time offer! Buy one laptop, get one free. Visit: bit.ly/free-win"
spam,Act now to secure your free trial of headphones. Offer expires today!
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,Congratulations! You've won a 500 USD gift card. Click here: tinyurl.com/claimnow
ham,Dinner plans confirmed at Paris for tonight!
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,Let's catch up over lunch tomorrow!
spam,Your mobile number has won 100 INR. Contact us at tinyurl.com/claimnow
ham,"Hey, are we still meeting at noon today?"
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Get 1000 followers instantly for free. Just click tinyurl.com/claimnow
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Win a 1000 USD cash prize. Act fast! tinyurl.com/claimnow
ham,"Hey, what's your plan for this weekend?"
ham,Thanks for the help earlier. Really appreciate it!
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 500 EUR. Apply at tinyurl.com/claimnow
spam,You've been selected! Redeem your prize now at bit.ly/free-win
spam,Claim your free headphones now. Limited time offer: offer.link/win
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Let's catch up over lunch tomorrow!
spam,"Limited time offer! Buy one iPhone, get one free. Visit: offer.link/win"
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Claim your free headphones now. Limited time offer: tinyurl.com/claimnow
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Reminder: Team meeting scheduled for tomorrow at 5:30 PM.
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,You’re approved for a loan up to 1000 INR. Apply at clicknow.com/deal
spam,Congratulations! You've won a 5000 GBP gift card. Click here: offer.link/win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at offer.link/win
spam,Pay ₹50 today and win a smartphone. Limited time only! clicknow.com/deal
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Can you send me that PDF when you're done?
ham,What time are we leaving for the airport?
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
ham,Let's catch up over lunch tomorrow!
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
ham,"Hey, are we still meeting at 3 PM today?"
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,Final notice: You're eligible for a tax refund. Submit details at bit.ly/free-win
ham,What time are we leaving for the airport?
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Let's catch up over lunch tomorrow!
ham,Call me when you're free. Need to discuss something important.
ham,What time are we leaving for the airport?
ham,Dinner plans confirmed at the Maldives for tonight!
ham,"Hey, are we still meeting at noon today?"
ham,"Hey, are we still meeting at noon today?"
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,You’re approved for a loan up to 500 INR. Apply at offer.link/win
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
ham,Just checking in. How's everything going with you?
ham,"Hey, what's your plan for this weekend?"
ham,Can you send me the notes from yesterday's class?
ham,Just checking in. How's everything going with you?
spam,You've been selected! Redeem your prize now at offer.link/win
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
ham,Can you send me that PDF when you're done?
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,Don't forget to pick up groceries on your way home.
ham,Meeting rescheduled to 10 AM. Please confirm availability.
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,Congratulations! You've won a 1000 INR gift card. Click here: clicknow.com/deal
ham,Dinner plans confirmed at Goa for tonight!
spam,URGENT: Your account has been suspended. Restore access at clicknow.com/deal
spam,Free Netflix account for 1 year. Join here: offer.link/win
ham,Dinner plans confirmed at Paris for tonight!
ham,Let's catch up over lunch tomorrow!
ham,Can you send me that PDF when you're done?
ham,"Hey, are we still meeting at noon today?"
spam,You have been selected for a free vacation to Goa. Confirm now at bit.ly/free-win
ham,Let's catch up over lunch tomorrow!
spam,Get 1000 followers instantly for free. Just click clicknow.com/deal
spam,Your mobile number has won 5000 USD. Contact us at tinyurl.com/claimnow
spam,You have been selected for a free vacation to Goa. Confirm now at offer.link/win
ham,Just checking in. How's everything going with you?
spam,You have been selected for a free vacation to Bali. Confirm now at tinyurl.com/claimnow
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Join our exclusive crypto airdrop today. Limited slots: clicknow.com/deal
ham,"Hey, what's your plan for this weekend?"
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
ham,Dinner plans confirmed at the Maldives for tonight!
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,You have been selected for a free vacation to Bali. Confirm now at tinyurl.com/claimnow
ham,"Hi Arbaz, your subscription has been renewed successfully."
spam,Claim your free headphones now. Limited time offer: offer.link/win
ham,Let's catch up over lunch tomorrow!
ham,Let's catch up over lunch tomorrow!
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,"Limited time offer! Buy one headphones, get one free. Visit: tinyurl.com/claimnow"
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,Can you send me that PDF when you're done?
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Your order #4563 has been shipped and will arrive by Monday.
ham,Meeting rescheduled to 3 PM. Please confirm availability.
ham,Please find the attached invoice for this month's services.
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
ham,Can you send me the notes from yesterday's class?
spam,You've been selected! Redeem your prize now at offer.link/win
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,"Balance alert: Your account balance is ₹5,432.23."
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,You are the lucky winner of our holiday sweepstakes! Confirm at clicknow.com/deal
ham,Let’s book tickets for the movie tonight.
ham,Your package has been delivered. Check your doorstep.
ham,What time are we leaving for the airport?
ham,Just checking in. How's everything going with you?
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Your mobile number has won 500 USD. Contact us at clicknow.com/deal
spam,You have been selected for a free vacation to the Maldives. Confirm now at bit.ly/free-win
ham,Let’s book tickets for the movie tonight.
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
ham,Dinner plans confirmed at the Maldives for tonight!
spam,Congratulations! You have been selected for a VIP membership. Click: bit.ly/free-win
spam,Exclusive deal: Free headphones inside. Tap here: offer.link/win
spam,Win a 1000 INR cash prize. Act fast! bit.ly/free-win
spam,Congratulations! You've won a 500 GBP gift card. Click here: offer.link/win
ham,Just checking in. How's everything going with you?
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Your order #4563 has been shipped and will arrive by Monday.
spam,You’re approved for a loan up to 5000 INR. Apply at tinyurl.com/claimnow
spam,Your mobile number has won 5000 USD. Contact us at offer.link/win
ham,Your package has been delivered. Check your doorstep.
spam,Congratulations! You have been selected for a VIP membership. Click: tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
ham,Just checking in. How's everything going with you?
